,Approximation,Model,Dataset,Accuracy,Time,Features
478,Parametric KernelSHAP,keras,france,99.97949569,0.013506,7
465,Non-parametric KernelSHAP,keras,diamond,99.90468202,0.013342,7
718,Parametric KernelSHAP,keras,airline-costs,-11081.2525,0.013215,9
609,Non-parametric KernelSHAP,keras,concrete,99.55423341,0.013037,8
645,Non-parametric KernelSHAP,keras,diabetes,99.90447342,0.013035,8
669,Non-parametric KernelSHAP,keras,energy_heat,99.68929454,0.012855,8
496,DeepSHAP,keras,raotbl6,99.60518431,0.01271602584,7
801,Non-parametric KernelSHAP,keras,glass,99.06712743,0.012394,9
334,Parametric KernelSHAP,keras,insurance,99.55721597,0.012174,6
489,Non-parametric KernelSHAP,keras,germany,99.99317961,0.012113,7
508,DeepSHAP,keras,raotbl7,99.80869314,0.01201429018,7
657,Non-parametric KernelSHAP,keras,energy_cool,99.59621259,0.011548,8
753,Non-parametric KernelSHAP,keras,country-data,99.52630699,0.011415,9
477,Non-parametric KernelSHAP,keras,france,99.97949568,0.011377,7
717,Non-parametric KernelSHAP,keras,airline-costs,-11080.92755,0.010776,9
358,Parametric KernelSHAP,keras,powerlifting,99.57362519,0.010763,6
382,Parametric KernelSHAP,keras,walmart,97.66265293,0.01075,6
381,Non-parametric KernelSHAP,keras,walmart,97.65455941,0.010634,6
346,Parametric KernelSHAP,keras,kiva,93.23519106,0.010603,6
196,DeepSHAP,keras,iris,98.79194793,0.01058974743,4
454,Parametric KernelSHAP,keras,computer,98.62391166,0.010278,7
574,Parametric KernelSHAP,keras,wholesale,98.05573951,0.009926,7
526,Parametric KernelSHAP,keras,realestate,99.99927075,0.009861,7
916,DeepSHAP,keras,hybrid,98.79292954,0.009846547071,11
274,Parametric KernelSHAP,keras,airfoil-self-noise,90.38036871,0.009831,5
357,Non-parametric KernelSHAP,keras,powerlifting,99.57362534,0.009669,6
333,Non-parametric KernelSHAP,keras,insurance,99.55721628,0.009641,6
322,Parametric KernelSHAP,keras,uber,99.91788429,0.009493,5
262,Parametric KernelSHAP,keras,airfoil,90.38036871,0.009485,5
748,DeepSHAP,keras,country-data,98.86287351,0.009479284286,9
1108,DeepSHAP,keras,servo,99.19019297,0.009471217069,12
166,Parametric KernelSHAP,keras,diamonds_filter,99.98649091,0.00927,4
525,Non-parametric KernelSHAP,keras,realestate,99.99927071,0.009269,7
406,Parametric KernelSHAP,keras,admission,93.81947743,0.009254,7
34,Parametric KernelSHAP,keras,brainweight,97.64899255,0.009188,3
321,Non-parametric KernelSHAP,keras,uber,99.91788425,0.009178,5
682,Parametric KernelSHAP,keras,prostate,95.44114104,0.009061,8
226,Parametric KernelSHAP,keras,power,99.48918026,0.009032,4
681,Non-parametric KernelSHAP,keras,prostate,95.4411398,0.009031,8
1107,DeepLIFT,keras,servo,97.29385804,0.008971217069,12
225,Non-parametric KernelSHAP,keras,power,99.48918021,0.008971,4
10,Parametric KernelSHAP,keras,3droad,97.97002754,0.008962,3
261,Non-parametric KernelSHAP,keras,airfoil,90.38036249,0.008897,5
178,Parametric KernelSHAP,keras,diamonds_select,98.70891652,0.008874,4
309,Non-parametric KernelSHAP,keras,sacramento,99.91662135,0.008862,5
345,Non-parametric KernelSHAP,keras,kiva,93.23518983,0.008811,6
93,Non-parametric KernelSHAP,keras,spx,99.99984651,0.008716,3
177,Non-parametric KernelSHAP,keras,diamonds_select,98.7089165,0.008585,4
442,Parametric KernelSHAP,keras,chanceadmit,98.5501483,0.008499,7
405,Non-parametric KernelSHAP,keras,admission,93.81947741,0.008438,7
94,Parametric KernelSHAP,keras,spx,99.9998465,0.008412,3
9,Non-parametric KernelSHAP,keras,3droad,97.97002424,0.008391,3
561,Non-parametric KernelSHAP,keras,slump-mpa,99.94850601,0.008338,7
112,DeepSHAP,keras,advertising,98.91707577,0.008322379806,4
100,DeepSHAP,keras,advertisements,97.20712294,0.008265459176,4
430,Parametric KernelSHAP,keras,autompg,99.15775307,0.008195,7
130,Parametric KernelSHAP,keras,blood,98.41663303,0.008128,4
418,Parametric KernelSHAP,keras,auto-mpg,99.15775307,0.008099,7
573,Non-parametric KernelSHAP,keras,wholesale,98.05573804,0.008095,7
364,DeepSHAP,keras,seeds,95.63818805,0.008048579313,6
106,Parametric KernelSHAP,keras,advertisements,97.3863589,0.008035,4
429,Non-parametric KernelSHAP,keras,autompg,99.15775349,0.00791,7
441,Non-parametric KernelSHAP,keras,chanceadmit,98.55014829,0.007904,7
1072,DeepSHAP,keras,ozone,99.14634656,0.007875207645,12
129,Non-parametric KernelSHAP,keras,blood,98.41662892,0.00785,4
514,Parametric KernelSHAP,keras,raotbl7,99.5194853,0.007847,7
538,Parametric KernelSHAP,keras,slump,99.39251448,0.00784,7
448,DeepSHAP,keras,computer,98.46718728,0.0077977837,7
82,Parametric KernelSHAP,keras,questions,99.69213245,0.007712,3
189,Non-parametric KernelSHAP,keras,economics,96.14947066,0.007635,4
273,Non-parametric KernelSHAP,keras,airfoil-self-noise,90.38036249,0.007618,5
796,DeepSHAP,keras,glass,95.9788627,0.007549450431,9
369,Non-parametric KernelSHAP,keras,seeds,99.25775341,0.007449,6
33,Non-parametric KernelSHAP,keras,brainweight,97.64899247,0.007437,3
70,Parametric KernelSHAP,keras,jewellery,99.46325566,0.007412,3
1071,DeepLIFT,keras,ozone,97.24485722,0.007375207645,12
202,Parametric KernelSHAP,keras,iris,99.99822402,0.007332,4
501,Non-parametric KernelSHAP,keras,raotbl6,99.96247125,0.007327,7
453,Non-parametric KernelSHAP,keras,computer,98.62390897,0.007313,7
537,Non-parametric KernelSHAP,keras,slump,99.39251468,0.007174,7
928,DeepSHAP,keras,migration,96.09112617,0.007118658586,11
190,Parametric KernelSHAP,keras,economics,96.14947022,0.00711,4
249,Non-parametric KernelSHAP,keras,unemploy,96.14947066,0.007074,4
250,Parametric KernelSHAP,keras,unemploy,96.14947022,0.007013,4
165,Non-parametric KernelSHAP,keras,diamonds_filter,99.9864909,0.006996,4
46,Parametric KernelSHAP,keras,chickweight,99.4078961,0.006985,3
417,Non-parametric KernelSHAP,keras,auto-mpg,99.15775349,0.006866,7
28,DeepSHAP,keras,brainweight,99.89694713,0.006861894946,3
58,Parametric KernelSHAP,keras,htwtindex,99.77241982,0.006841,3
394,Parametric KernelSHAP,keras,yatch,98.47937336,0.006792,6
45,Non-parametric KernelSHAP,keras,chickweight,99.40789604,0.00672,3
393,Non-parametric KernelSHAP,keras,yatch,98.47937315,0.006618,6
214,Parametric KernelSHAP,keras,petrol,60.23286336,0.006609,4
57,Non-parametric KernelSHAP,keras,htwtindex,99.77241982,0.006541,3
502,Parametric KernelSHAP,keras,raotbl6,99.96247122,0.006362,7
513,Non-parametric KernelSHAP,keras,raotbl7,99.51948537,0.00635,7
81,Non-parametric KernelSHAP,keras,questions,99.69213247,0.006334,3
549,Non-parametric KernelSHAP,keras,slump-flow,98.35801498,0.006303,7
1168,DeepSHAP,keras,heart_disease,89.27109874,0.006184289191,13
550,Parametric KernelSHAP,keras,slump-flow,98.35801489,0.006129,7
370,Parametric KernelSHAP,keras,seeds,99.25775332,0.006107,6
562,Parametric KernelSHAP,keras,slump-mpa,99.94850596,0.006107,7
1060,DeepSHAP,keras,heartfailure,92.0065116,0.005774779753,12
388,DeepSHAP,keras,yatch,99.80754891,0.005733747108,6
1167,DeepLIFT,keras,heart_disease,87.61259547,0.005684289191,13
105,Non-parametric KernelSHAP,keras,advertisements,97.38635902,0.005665,4
1132,DeepSHAP,keras,stockrisk,98.23235859,0.005601862302,12
141,Non-parametric KernelSHAP,keras,challenger,-155.4558433,0.005587,4
1120,DeepSHAP,keras,stockreturn,99.45106859,0.005576475308,12
118,Parametric KernelSHAP,keras,advertising,97.3863589,0.005538,4
286,Parametric KernelSHAP,keras,japanemg,92.12634939,0.005479,5
69,Non-parametric KernelSHAP,keras,jewellery,99.46325567,0.005398,3
297,Non-parametric KernelSHAP,keras,linnerud,98.93455269,0.005339,5
1059,DeepLIFT,keras,heartfailure,91.00608833,0.005274779753,12
298,Parametric KernelSHAP,keras,linnerud,98.93455323,0.00524,5
154,Parametric KernelSHAP,keras,const-maint,99.9999977,0.00521,4
22,Parametric KernelSHAP,keras,apartments,98.57011789,0.005126,3
238,Parametric KernelSHAP,keras,startups,94.69805456,0.005122,4
1131,DeepLIFT,keras,stockrisk,97.08288737,0.005101862302,12
117,Non-parametric KernelSHAP,keras,advertising,97.38635902,0.005083,4
1119,DeepLIFT,keras,stockreturn,98.31344354,0.005076475308,12
285,Non-parametric KernelSHAP,keras,japanemg,92.1263506,0.005059,5
412,DeepSHAP,keras,auto-mpg,99.88920582,0.004965776664,7
201,Non-parametric KernelSHAP,keras,iris,99.99822402,0.004944,4
436,DeepSHAP,keras,chanceadmit,99.85273638,0.004876817718,7
424,DeepSHAP,keras,autompg,99.91479905,0.004860571715,7
142,Parametric KernelSHAP,keras,challenger,-155.4558661,0.004822,4
21,Non-parametric KernelSHAP,keras,apartments,98.57011814,0.004738,3
237,Non-parametric KernelSHAP,keras,startups,94.69805442,0.004601,4
568,DeepSHAP,keras,wholesale,99.99996963,0.004376707012,7
213,Non-parametric KernelSHAP,keras,petrol,60.23286627,0.004276,4
520,DeepSHAP,keras,realestate,99.99959792,0.004231959364,7
1048,DeepSHAP,keras,forestfire,99.82223408,0.004210018972,12
1204,DeepSHAP,keras,mba,99.28322828,0.004198133566,13
400,DeepSHAP,keras,admission,97.27596106,0.004128330404,7
184,DeepSHAP,keras,economics,99.98055688,0.004086131799,4
1156,DeepSHAP,keras,boston,96.47684526,0.00407675212,13
1180,DeepSHAP,keras,housing,95.71863429,0.004007425137,13
244,DeepSHAP,keras,unemploy,99.88442565,0.003978721719,4
1036,DeepSHAP,keras,forest,99.5808147,0.003977644513,12
52,DeepSHAP,keras,htwtindex,95.96080669,0.003947021022,3
76,DeepSHAP,keras,questions,99.82034669,0.003936367324,3
160,DeepSHAP,keras,diamonds_filter,99.65426673,0.00389716842,4
64,DeepSHAP,keras,jewellery,99.94670622,0.003895038616,3
724,DeepSHAP,keras,cancer,99.41114118,0.003811705429,9
1047,DeepLIFT,keras,forestfire,97.958345,0.003710018972,12
1203,DeepLIFT,keras,mba,97.63546757,0.003698133566,13
772,DeepSHAP,keras,energy,99.70403056,0.003662297106,9
652,DeepSHAP,keras,energy_cool,99.7581903,0.003646095907,8
40,DeepSHAP,keras,chickweight,99.62410246,0.003644246706,3
1155,DeepLIFT,keras,boston,94.65137347,0.00357675212,13
1000,DeepSHAP,keras,adult,99.88323939,0.003561045907,12
1084,DeepSHAP,keras,pumpkinseed,99.98284186,0.003541274504,12
1012,DeepSHAP,keras,airquality,99.93397997,0.003540494225,12
124,DeepSHAP,keras,blood,98.96560351,0.003533595969,4
664,DeepSHAP,keras,energy_heat,99.88509924,0.003528038348,8
1144,DeepSHAP,keras,wine,99.99986415,0.003524728255,12
1179,DeepLIFT,keras,housing,93.81115081,0.003507425137,13
1035,DeepLIFT,keras,forest,98.20938617,0.003477644513,12
628,DeepSHAP,keras,cust,99.78925696,0.003471013066,8
976,DeepSHAP,keras,winequality-red,99.54158858,0.003471011826,11
1096,DeepSHAP,keras,seoulbike,99.92491688,0.003459818435,12
1024,DeepSHAP,keras,bikehourly,99.67934566,0.003431563666,12
700,DeepSHAP,keras,wage,99.99996729,0.003423251528,8
616,DeepSHAP,keras,crab,99.10943213,0.003399063602,8
820,DeepSHAP,keras,abalone,99.99689265,0.003387467066,10
892,DeepSHAP,keras,telescope,99.06569536,0.003355518254,10
844,DeepSHAP,keras,poker,99.97453925,0.00335309072,10
640,DeepSHAP,keras,diabetes,99.98796165,0.00334600764,8
784,DeepSHAP,keras,friedman,99.53575989,0.003340523893,9
736,DeepSHAP,keras,casp,98.80376869,0.003312594963,9
952,DeepSHAP,keras,telecom,99.95456097,0.003311714982,11
4,DeepSHAP,keras,3droad,99.9984606,0.003286538702,3
172,DeepSHAP,keras,diamonds_select,99.60156224,0.00327964985,4
904,DeepSHAP,keras,bikedaily,99.96056405,0.003278328368,11
760,DeepSHAP,keras,employee,99.62821922,0.00327454119,9
808,DeepSHAP,keras,precip,99.81722029,0.00327352177,9
328,DeepSHAP,keras,insurance,99.83442677,0.003267425479,6
268,DeepSHAP,keras,airfoil-self-noise,99.88464636,0.003259351037,5
688,DeepSHAP,keras,rentals,99.88248697,0.003246493773,8
316,DeepSHAP,keras,uber,99.56111139,0.003238775513,5
376,DeepSHAP,keras,walmart,99.99227059,0.003235324224,6
220,DeepSHAP,keras,power,99.19723549,0.003228785052,4
256,DeepSHAP,keras,airfoil,99.72458344,0.003211411563,5
1192,DeepSHAP,keras,income,99.93817454,0.003204559557,13
352,DeepSHAP,keras,powerlifting,98.59828657,0.003201931173,6
304,DeepSHAP,keras,sacramento,98.6665864,0.003201586085,5
460,DeepSHAP,keras,diamond,99.69549599,0.003158273119,7
484,DeepSHAP,keras,germany,98.53615004,0.003136751869,7
340,DeepSHAP,keras,kiva,99.64060543,0.003136189779,6
472,DeepSHAP,keras,france,99.77198258,0.003123424992,7
88,DeepSHAP,keras,spx,99.99662789,0.003112184135,3
988,DeepSHAP,keras,winequality-white,99.99864868,0.003106317376,11
604,DeepSHAP,keras,concrete,99.92468551,0.003100981134,8
964,DeepSHAP,keras,winequality,99.98565103,0.003046529221,11
1083,DeepLIFT,keras,pumpkinseed,98.62393612,0.003041274504,12
580,DeepSHAP,keras,californiahousing,99.83098482,0.003040290601,8
592,DeepSHAP,keras,cms,99.9586767,0.003034155297,8
1143,DeepLIFT,keras,wine,98.0750909,0.003024728255,12
1095,DeepLIFT,keras,seoulbike,98.55020068,0.002959818435,12
1023,DeepLIFT,keras,bikehourly,97.82488561,0.002931563666,12
1191,DeepLIFT,keras,income,98.29262686,0.002704559557,13
1011,DeepLIFT,keras,airquality,98.38959922,0.002556109884,12
987,DeepLIFT,keras,winequality-white,98.07011874,0.002424122994,11
999,DeepLIFT,keras,adult,98.05057905,0.002368388031,12
963,DeepLIFT,keras,winequality,98.53457878,0.002364721443,11
975,DeepLIFT,keras,winequality-red,98.40085664,0.00232585199,11
891,DeepLIFT,keras,telescope,97.37783481,0.002325014635,10
951,DeepLIFT,keras,telecom,98.24100596,0.002314619585,11
831,DeepLIFT,keras,asia_gdp,64.18988016,0.00220719065,10
855,DeepLIFT,keras,possumbelly,94.02495282,0.002196176978,10
903,DeepLIFT,keras,bikedaily,98.21168932,0.002169617017,11
867,DeepLIFT,keras,possumchest,96.99577549,0.00216886109,10
915,DeepLIFT,keras,hybrid,96.98682176,0.002161593148,11
927,DeepLIFT,keras,migration,94.29433142,0.002131281477,11
939,DeepLIFT,keras,mtcars,82.74287055,0.002106549523,11
783,DeepLIFT,keras,friedman,98.10720667,0.002103584153,9
819,DeepLIFT,keras,abalone,98.36952682,0.002084105355,10
807,DeepLIFT,keras,precip,98.69417287,0.002042034694,9
879,DeepLIFT,keras,spending,97.31180306,0.00200994603,10
843,DeepLIFT,keras,poker,98.45599091,0.001940590685,10
699,DeepLIFT,keras,wage,98.58777238,0.001917341984,8
759,DeepLIFT,keras,employee,98.38369407,0.001881334144,9
747,DeepLIFT,keras,country-data,97.32552927,0.001881030112,9
711,DeepLIFT,keras,airline-costs,68.01055296,0.001849438463,9
771,DeepLIFT,keras,energy,97.81738305,0.001840201291,9
795,DeepLIFT,keras,glass,94.16880998,0.001812673338,9
723,DeepLIFT,keras,cancer,98.0878539,0.00178314628,9
735,DeepLIFT,keras,casp,97.76843813,0.001776058843,9
555,DeepLIFT,keras,slump-mpa,97.87265524,0.001701594844,7
675,DeepLIFT,keras,prostate,96.96703981,0.001691617388,8
651,DeepLIFT,keras,energy_cool,98.08408303,0.001687129339,8
639,DeepLIFT,keras,diabetes,98.62480271,0.001661031265,8
663,DeepLIFT,keras,energy_heat,98.66274636,0.001650403485,8
687,DeepLIFT,keras,rentals,98.26702641,0.001647481876,8
579,DeepLIFT,keras,californiahousing,97.92086553,0.00164473129,8
507,DeepLIFT,keras,raotbl7,98.26961585,0.001639590544,7
615,DeepLIFT,keras,crab,97.19173661,0.001634125634,8
567,DeepLIFT,keras,wholesale,98.57562,0.001632937518,7
591,DeepLIFT,keras,cms,98.74393454,0.001631960724,8
627,DeepLIFT,keras,cust,98.4379149,0.001625328552,8
603,DeepLIFT,keras,concrete,98.32123577,0.001619326262,8
531,DeepLIFT,keras,slump,96.66516326,0.001583891756,7
447,DeepLIFT,keras,computer,97.45910346,0.00157595909,7
483,DeepLIFT,keras,germany,96.69852868,0.001570835346,7
375,DeepLIFT,keras,walmart,98.98954149,0.001565145724,6
519,DeepLIFT,keras,realestate,98.02598291,0.001553346129,7
387,DeepLIFT,keras,yatch,97.85869057,0.001547644689,6
471,DeepLIFT,keras,france,98.23425333,0.001539509471,7
399,DeepLIFT,keras,admission,95.30991427,0.0015218533,7
435,DeepLIFT,keras,chanceadmit,98.24249433,0.001521775939,7
459,DeepLIFT,keras,diamond,97.93733183,0.001517749555,7
411,DeepLIFT,keras,auto-mpg,97.96396384,0.001515686512,7
267,DeepLIFT,keras,airfoil-self-noise,98.52838537,0.001500708716,5
495,DeepLIFT,keras,raotbl6,97.65762166,0.00149469306,7
423,DeepLIFT,keras,autompg,98.50956262,0.001440836036,7
327,DeepLIFT,keras,insurance,98.32041486,0.001433438966,6
543,DeepLIFT,keras,slump-flow,97.98158421,0.001419686291,7
339,DeepLIFT,keras,kiva,98.46348945,0.001417934031,6
363,DeepLIFT,keras,seeds,93.87949649,0.001365572798,6
219,DeepLIFT,keras,power,98.18359247,0.001358438941,4
303,DeepLIFT,keras,sacramento,97.12122591,0.001333630446,5
135,DeepLIFT,keras,challenger,92.06245482,0.001324350184,4
351,DeepLIFT,keras,powerlifting,97.20904718,0.001318734342,6
315,DeepLIFT,keras,uber,98.44636385,0.001259720687,5
243,DeepLIFT,keras,unemploy,98.67061222,0.001230867704,4
279,DeepLIFT,keras,japanemg,81.92968433,0.001219353119,5
291,DeepLIFT,keras,linnerud,97.09133055,0.001216184009,5
255,DeepLIFT,keras,airfoil,98.22858571,0.001208334981,5
195,DeepLIFT,keras,iris,97.08674138,0.001190468669,4
111,DeepLIFT,keras,advertising,97.29480838,0.001168601441,4
99,DeepLIFT,keras,advertisements,95.32354439,0.001140460824,4
183,DeepLIFT,keras,economics,98.86108581,0.001121454239,4
147,DeepLIFT,keras,const-maint,98.39797595,0.001097944048,4
231,DeepLIFT,keras,startups,63.73239368,0.001096610019,4
171,DeepLIFT,keras,diamonds_select,98.51120258,0.001085356662,4
159,DeepLIFT,keras,diamonds_filter,98.58576589,0.001071697293,4
207,DeepLIFT,keras,petrol,69.72086993,0.001068257563,4
15,DeepLIFT,keras,apartments,97.62764342,0.00106213643,3
123,DeepLIFT,keras,blood,97.82091655,0.0009910500484,4
63,DeepLIFT,keras,jewellery,98.09497389,0.0009781172176,3
87,DeepLIFT,keras,spx,98.75623527,0.0009713073915,3
3,DeepLIFT,keras,3droad,98.78416249,0.0009710571983,3
75,DeepLIFT,keras,questions,98.50875538,0.0009642124176,3
39,DeepLIFT,keras,chickweight,98.60694755,0.0009019849188,3
27,DeepLIFT,keras,brainweight,98.82731287,0.00090129466,3
51,DeepLIFT,keras,htwtindex,94.57311117,0.0008973540682,3
